SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN,GAIN
BSL,EQ,154.55,180.2,151.3,179.05,180.2,150.2,371010,64088527.05,22-11-2022,8348,INE594B01012,"0.1585247492720802
"
QUADPRO,SM,6,6.95,6,6.95,6.95,5.8,600000,4091400,09-12-2022,49,INE0GOJ01027,"0.15833333333333335
"
ROSSELLIND,EQ,320,379.3,315.15,370.55,366.95,321.1,2102744,758266730.8,24-11-2022,50537,INE847C01020,"0.15796875000000005
"
TARMAT,EQ,50.75,58.7,50,58.7,58.7,48.95,666367,38385020.35,30-11-2022,4818,INE924H01018,"0.15665024630541877
"
SITINET,EQ,1.6,1.85,1.6,1.85,1.85,1.55,15577953,27647096.9,07-12-2022,1922,INE965H01011,"0.15625
"
SADBHAV,EQ,18,21,17.8,20.8,21,17.5,7938812,155259636.7,05-12-2022,13617,INE226H01026,"0.15555555555555559
"
AGRITECH,EQ,95.9,110.8,94.2,110.8,110.8,92.35,71364,7733109,07-12-2022,866,INE449G01018,"0.15537017726798738
"
GSS,EQ,283.35,333,283.35,327.35,327,288.2,719612,227791887.7,14-11-2022,14575,INE871H01011,"0.1552849832362802
"
SBC,EQ,13,15,13,15,15,12.5,16604362,238341718.2,29-11-2022,16290,INE04AK01028,"0.15384615384615385
"
NIFTYBEES,EQ,176.5,203.8,176.5,203.62,203.8,202.87,1374081,279244678,08-12-2022,18415,INF204KB14I2,"0.15365439093484423
"
SWANENERGY,EQ,222,264,222,255.95,251.4,224.1,3936477,1009106650,21-11-2022,58867,INE665A01038,"0.15292792792792786
"
JUNIORBEES,EQ,390.3,451.8,390.3,449.39,449.4,448.58,55404,24865959.66,22-11-2022,3885,INF732E01045,"0.15139636177299506
"
ICICITECH,EQ,27.4,31.87,27.4,31.54,31.57,31.5,1314434,41711716.98,28-11-2022,1262,INF109KC16I6,"0.15109489051094893
"
LUMAXIND,EQ,1548,1785.65,1503.7,1780.6,1766.95,1488.05,200557,349578313.3,11-11-2022,13114,INE162B01018,"0.15025839793281648
"
SREIBNPNCD,NU,165.1,189.9,165.1,189.9,189.9,181,179,31983.3,17-11-2022,7,INE881J08631,"0.15021199273167785
"
SADBHAV,EQ,14,16.5,13.95,16.1,16.1,13.95,6306500,98414532.4,01-12-2022,10309,INE226H01026,"0.1500000000000001
"
NAGREEKEXP,EQ,38.65,44.8,37.5,44.4,44.8,37.35,897320,39355936,29-11-2022,4098,INE123B01028,"0.14877102199223805
"
JUNIORBEES,EQ,403.7,468.4,403.7,463.74,463.5,463.99,114124,52844555.89,05-12-2022,12182,INF732E01045,"0.14872430022293787
"
EASEMYTRIP,EQ,59.55,68.75,59.5,68.4,67.55,57.3,97838470,6407564820,22-11-2022,236472,INE07O001026,"0.14861460957178857
"
OPTIEMUS,EQ,257.95,308.75,257.9,296.25,292.65,257.3,2879432,845403758.2,07-12-2022,37063,INE350C01017,"0.14847838728435747
"
ESSEN-RE1,BE,2.7,3.45,2.55,3.1,3,2.55,3078326,9069579.5,02-12-2022,1309,INE418N20027,"0.1481481481481481
"
GILLANDERS,EQ,68.85,80.85,66,79,78.2,67.4,639550,49874513.35,11-11-2022,3646,INE047B01011,"0.14742193173565732
"
ALPA,EQ,55,64.9,53.45,63.1,63.5,54.75,714640,44364325.6,05-12-2022,5290,INE385I01010,"0.1472727272727273
"
COUNCODOS,EQ,5.1,5.85,4.8,5.85,5.85,4.9,2544557,14038481.45,05-12-2022,2900,INE695B01025,"0.14705882352941177
"
RAJMET,EQ,27.9,32,26.95,32,32,266.85,2394249,74522579.45,30-11-2022,4303,INE00KV01022,"0.1469534050179212
"
ICICIB22,EQ,49,56.89,49,56.11,56.01,56.28,54711,3068695.85,23-11-2022,1069,INF109KB15Y7,"0.14510204081632652
"
DEVIT,EQ,120.9,142,120.9,138.35,137.95,236.7,576001,78979597.6,25-11-2022,7469,INE060X01026,"0.1443341604631926
"
ROSSELLIND,EQ,300.85,354,286.8,344.25,353,298.3,1386533,459507596.7,14-11-2022,31688,INE847C01020,"0.14425793584842936
"
SIMPLEXINF,EQ,61.75,71.45,60.1,70.65,69.85,59.55,891869,62078806.25,08-12-2022,3700,INE059B01024,"0.14412955465587055
"
TRIDENT,EQ,31,35.8,31,35.45,35.5,37.25,36306805,1251196976,14-11-2022,99337,INE064C01022,"0.14354838709677428
"
JIKIND,BZ,0.7,0.8,0.7,0.8,0.8,0.75,29142,21796.9,21-11-2022,56,INE026B01049,"0.142857142857143
"
JUNIORBEES,EQ,392.6,454,392.6,448.58,448.53,451.32,77159,34645307.79,21-11-2022,6962,INF732E01045,"0.1425878757004584
"
WEALTH,EQ,303.65,360.9,298,346.8,342.1,300.75,43274,15157623.65,07-12-2022,1643,INE658T01017,"0.14210439650913895
"
TRU,EQ,59.45,70.6,58.9,67.85,67,58.85,1947943,130345702,08-12-2022,19900,INE615R01029,"0.1412952060555087
"
JUNIORBEES,EQ,397.7,460,397.7,453.61,454,457.07,65460,29767254.52,17-11-2022,4456,INF732E01045,"0.14058335428715119
"
MAGNUM,EQ,21.4,24.4,21.35,24.4,24.4,20.35,1631035,38270894.5,09-11-2022,3437,INE387I01016,"0.14018691588785048
"
DIGISPICE,EQ,25.35,29.6,25.2,28.9,29.2,24.7,1812691,52402928.95,08-12-2022,7151,INE927C01020,"0.1400394477317553
"
SHARDACROP,EQ,437,513,435.2,498.15,495.65,434.45,5637368,2776967657,05-12-2022,117606,INE221J01015,"0.13993135011441643
"
NILAINFRA,EQ,7.15,8.3,7,8.15,8.05,7,9958139,79218039,29-11-2022,4336,INE937C01029,"0.13986013986013984
"
SKIPPER,EQ,115.2,133,115.2,131.3,131,115,3143405,398029584.3,08-12-2022,38953,INE439E01022,"0.1397569444444445
"
VASCONEQ,EQ,31.55,36.75,31.55,35.95,35.8,31.25,8703416,304691552.8,23-11-2022,21407,INE893I01013,"0.13946117274167993
"
CUBEXTUB,EQ,29.8,34.9,29.25,33.95,34.2,29.55,484923,16115634.55,30-11-2022,2698,INE144D01012,"0.13926174496644303
"
UCL,SM,59,71,59,67.2,67,59.2,330000,20494300,18-11-2022,55,INE00NI01015,"0.13898305084745768
"
VIVIANA,SM,85,99.5,83.65,96.8,97,85.6,156000,14570500,06-12-2022,74,INE0MEG01014,"0.13882352941176468
"
TIMESCAN,SM,123.75,141.35,119,140.9,141.35,117.8,140000,18665100,25-11-2022,67,INE0IJY01014,"0.13858585858585865
"
MITTAL,EQ,11.55,13.9,11.55,13.15,13.7,11.9,97926,1230675.9,07-12-2022,329,INE997Y01019,"0.1385281385281385
"
AURIONPRO,EQ,344,412,342,391.65,394.6,344.7,559243,219428183.8,08-12-2022,19569,INE132H01018,"0.13851744186046505
"
PANAMAPET,EQ,357,412.4,356.05,406.3,402,355.35,3000914,1193968135,25-11-2022,70438,INE305C01029,"0.13809523809523813
"
SUMEETINDS,EQ,5.45,6.2,5.3,6.2,6.2,5.2,1706406,10370387.55,06-12-2022,1169,INE235C01010,"0.13761467889908258
"
HPL,EQ,98.95,115.6,98.95,112.55,112.8,98.5,6886433,767423887.7,01-12-2022,49559,INE495S01016,"0.13744315310763006
"
ARCHIES,EQ,22.95,26.5,22.3,26.1,26,22.45,2667261,67186510.3,17-11-2022,9406,INE731A01020,"0.1372549019607844
"
UTINEXT50,EQ,46.04,54.3,45.52,52.35,46.2,46.04,145685,7505327.72,02-12-2022,567,INF789F1AUW9,"0.1370547350130322
"
LOTUSEYE,EQ,69,81,67.65,78.45,78.55,70.1,177125,13455894.85,16-11-2022,2378,INE947I01017,"0.13695652173913048
"
BHANDARI,EQ,5.85,6.65,5.6,6.65,6.65,5.55,6242220,39951493.25,30-11-2022,5342,INE474E01029,"0.13675213675213688
"
PFOCUS,EQ,81.65,94.95,78,92.8,91.55,81.1,1450185,130095065.4,29-11-2022,16889,INE367G01038,"0.1365584813227188
"
MAHABANK,EQ,25.35,29.5,25.2,28.8,28.85,25.1,159453816,4430461592,21-11-2022,127099,INE457A01014,"0.136094674556213
"
NAGREEKEXP,EQ,42.15,50.45,41.8,47.85,48.1,42.05,572084,27579145.6,05-12-2022,2943,INE123B01028,"0.1352313167259787
"
MHHL,SM,43.9,50.75,43.9,49.8,50.75,42.3,294000,14258250,28-11-2022,94,INE450S01011,"0.13439635535307515
"
ALKALI,EQ,119.3,138.35,117.95,135.3,134.7,118.55,601291,80382479.05,29-11-2022,8097,INE773I01017,"0.1341156747694888
"
RAJSREESUG,EQ,35.1,41.2,35.1,39.8,39.7,34.85,674026,26632114.6,16-11-2022,5896,INE562B01019,"0.13390313390313377
"
ATALREAL,SM,62.75,73.75,62,71.15,71.5,63,705600,46746240,25-11-2022,96,INE0ALR01011,"0.1338645418326694
"
CROWN,EQ,38.65,47.25,38,43.75,44.5,39.8,60420,2636554.7,08-12-2022,769,INE491V01019,"0.13195342820181116
"
MAZDOCK,EQ,766,878.45,748.25,866.75,861.9,773.8,16870437,14005330177,22-11-2022,274133,INE249Z01012,"0.13152741514360314
"
SBC,EQ,11.05,12.75,11,12.5,12.5,11.05,8906599,106467710.7,28-11-2022,9014,INE04AK01028,"0.1312217194570135
"
SWANENERGY,EQ,216,246.95,214.8,244.25,243.8,216.8,1887704,451823648,11-11-2022,24764,INE665A01038,"0.13078703703703703
"
RHIM,EQ,704,835,702.2,795.9,787.8,704.6,7151456,5627770344,23-11-2022,243819,INE743M01012,"0.13053977272727268
"
PROZONINTU,EQ,21.9,26.1,21.9,24.75,24.85,21.75,4012764,100908205.3,28-11-2022,10739,INE195N01013,"0.13013698630136994
"
SINTERCOM,EQ,101,117.5,101,114.1,114.3,100.65,253985,27836920.8,22-11-2022,2148,INE129Z01016,"0.12970297029702965
"
ROSSELLIND,EQ,264.3,306,264,298.3,299,259.35,403060,117364589.7,11-11-2022,14367,INE847C01020,"0.12864169504351117
"
VAISHALI,EQ,100,114.8,99.1,112.85,113,98.7,1232525,137004430.9,18-11-2022,11307,INE972X01014,"0.12849999999999995
"
UCL,SM,52.5,61.5,52.5,59.2,59.2,59,6000,346400,15-11-2022,3,INE00NI01015,"0.12761904761904766
"
WELINV,EQ,345,391.35,343.5,388.9,391.35,326.15,117519,44625945.15,23-11-2022,5455,INE389K01018,"0.12724637681159415
"
NYKAA,EQ,167,191.75,165.65,188.25,185.8,1060.3,58730964,10415027568,10-11-2022,334807,INE388Y01029,"0.12724550898203593
"
BSL,EQ,148.95,175.4,145.15,167.9,168,146.2,368128,61639007.8,10-11-2022,6967,INE594B01012,"0.12722390063779804
"
LOTUSEYE,EQ,79,90.65,79,89.05,88.8,78.75,762239,66724595.85,22-11-2022,10124,INE947I01017,"0.12721518987341768
"
DHANILOANS,NW,865,975,865,975,975,950,16,14720,22-11-2022,2,INE614X07373,"0.12716763005780346
"
SANGHVIMOV,EQ,225,257.35,222.05,253.55,252,224.9,613178,151455303,10-11-2022,13651,INE989A01024,"0.12688888888888894
"
LIKHITHA,EQ,417,482,386,469.75,473.3,406.45,3939843,1737065841,30-11-2022,67492,INE060901019,"0.1264988009592326
"
PRECISION,SM,35.4,42.9,35.05,39.85,39.05,36.1,334000,13016600,24-11-2022,129,INE0HKW01018,"0.12570621468926563
"
RICOAUTO,EQ,61.45,69.95,61.25,69.15,69.35,60.9,8090326,538848152.7,28-11-2022,36217,INE209B01025,"0.12530512611879582
"
NIACL,EQ,102.2,116.8,102,115,114.2,101.25,19182624,2164622297,29-11-2022,98462,INE470Y01017,"0.1252446183953033
"
ISFT,EQ,118,135,117.9,132.75,134.5,117.35,168721,22283687.75,17-11-2022,4822,INE566K01011,"0.125
"
CUBEXTUB,EQ,38.5,44.5,35.15,43.3,43.5,37.45,925245,37617306.95,07-12-2022,6600,INE144D01012,"0.1246753246753246
"
BANSWRAS,EQ,104.75,119.8,100.05,117.8,118.45,102.35,702595,79579002.55,11-11-2022,9458,INE629D01020,"0.12458233890214794
"
TARACHAND,SM,65.05,77,65.05,73.15,74.5,66,78000,5611100,25-11-2022,29,INE555Z01012,"0.12451960030745594
"
ALKALI,EQ,114.05,133,113.35,128.15,127,113.35,526007,66045531.65,15-11-2022,12451,INE773I01017,"0.12362998684787382
"
VMARCIND,SM,54,62.5,53.75,60.65,60.95,55.05,189000,11146200,25-11-2022,51,INE0GXK01018,"0.12314814814814812
"
VCL,EQ,9.35,10.7,9.35,10.5,10.55,9.45,2106423,21791637.8,17-11-2022,4176,INE098201028,"0.12299465240641716
"
PASHUPATI,SM,103.05,123.5,103,115.7,110,117.5,20800,2286720,06-12-2022,12,INE124Y01010,"0.12275594371664246
"
MARSHALL,EQ,25.3,29.2,25.2,28.4,28.85,25.2,171070,4723425.1,23-11-2022,1310,INE00SZ01018,"0.12252964426877462
"
CHEMPLASTS,EQ,388,441.5,387.5,435.3,431.55,388.35,1924573,819731317.4,01-12-2022,41941,INE488A01050,"0.12190721649484539
"
MIRZAINT,EQ,277.6,314.3,270,311.4,310.8,276.5,1764839,531133015.9,22-11-2022,37486,INE771A01026,"0.12175792507204594
"
COFFEEDAY,EQ,46.6,53.7,46.6,52.25,52.3,46.55,9253950,473536905.9,24-11-2022,36934,INE335K01011,"0.12124463519313301
"
BHANDARI,EQ,4.95,5.7,4.85,5.55,5.55,4.85,3126521,17214130.85,29-11-2022,2922,INE474E01029,"0.12121212121212113
"
KIRLOSBROS,EQ,355.15,401.8,351.6,398.15,398.8,355.15,642555,251424535.6,14-11-2022,18413,INE732A01036,"0.12107560185836971
"
LINC,EQ,337.05,384.75,336.7,377.8,379.7,340.8,190255,71047805.7,15-11-2022,5838,INE802B01019,"0.12090194333184986
"
ATALREAL,SM,58,67,57.25,65,66,58,408000,24731040,18-11-2022,61,INE0ALR01011,"0.1206896551724138
"
VENKEYS,EQ,1825,2135,1818.6,2044.8,2043,1813.9,1536841,3173954197,08-12-2022,99302,INE398A01010,"0.12043835616438353
"
DYNPROPP,E1,129.45,150.95,129.45,145,145,147,389,55569.9,25-11-2022,18,IN9256H01013,"0.12012359984550029
"
GTLINFRA,EQ,1.25,1.4,1.25,1.4,1.4,1.3,44024099,58625036.25,05-12-2022,11908,INE221H01019,"0.11999999999999993
"
INDTERRAIN,EQ,76.75,87.2,76.75,85.95,86.7,76.45,3622172,304065957.6,05-12-2022,29039,INE611L01021,"0.11986970684039092
"
DYNPROPP,E1,133.95,155.05,133.95,150,150,150,433,62916.95,29-11-2022,24,IN9256H01013,"0.11982082866741331
"
OPTIEMUS,EQ,290,328.7,290,324.5,327,296.25,1912089,603098308.5,08-12-2022,36541,INE350C01017,"0.11896551724137931
"
HITECH,EQ,641.55,740,639.1,717.85,721.95,628.05,1218961,845207110.1,22-11-2022,29196,INE106T01017,"0.11893071467539564
"
SONUINFRA,SM,35.75,41.5,35.75,39.95,39.95,38.5,24000,926250,15-11-2022,8,INE0JZA01018,"0.11748251748251756
"
SKP,SM,217.65,246,217.65,243.1,244,217.65,79000,18891100,21-11-2022,75,INE0KZA01016,"0.11693085228577986
"
OLECTRA,EQ,459.8,513.45,457.1,513.45,513.45,466.8,1903116,967720083.4,24-11-2022,18661,INE260D01016,"0.116681165724228
"
AXITA,EQ,45,51.25,44,50.25,50.9,43.85,3140629,152028129.6,01-12-2022,16304,INE02EZ01022,"0.11666666666666667
"
LASA,EQ,31.75,37.7,31.6,35.45,35.1,31.55,609857,21767957.8,07-12-2022,3432,INE670X01014,"0.11653543307086624
"
SBCL,EQ,375,429.25,375,418.55,416.75,378.3,466376,193115061.7,22-11-2022,25171,INE386D01027,"0.11613333333333337
"
DUCON,EQ,11.2,13.4,10.5,12.5,12.4,11.2,4065088,47876692.75,24-11-2022,3441,INE741L01018,"0.11607142857142864
"
SETCO,EQ,11.2,12.7,10.9,12.5,12.55,10.85,1253265,15180936.95,28-11-2022,2722,INE878E01021,"0.11607142857142864
"
SIMPLEXINF,EQ,54,60.25,54,60.25,60.25,54.8,230689,13756070.8,30-11-2022,1101,INE059B01024,"0.11574074074074074
"
HUDCO,EQ,42.35,48.8,42.3,47.25,47.35,41.6,105560688,4923220074,16-11-2022,153028,INE031A01017,"0.11570247933884294
"
IBULHSGFIN,Z9,900,1004,900,1004,1004,990,6,5920,16-11-2022,2,INE148I07ML1,"0.11555555555555555
"
RCF,EQ,104.3,119.2,104.2,116.3,116.4,104.3,57361243,6576964282,23-11-2022,187337,INE027A01015,"0.11505273250239693
"
MHHL,SM,37,42,37,41.25,41.25,36.9,114000,4621200,15-11-2022,36,INE450S01011,"0.11486486486486487
"
GOKULAGRO,EQ,118.6,138,118.6,132.2,132.7,118.7,2721472,359877264.4,07-12-2022,36653,INE314T01025,"0.11467116357504212
"
HERCULES,EQ,194,224.2,193.3,216.2,217.5,193.8,598280,126955032.2,07-12-2022,14485,INE688E01024,"0.11443298969072159
"
SURANAT&P,EQ,10.1,11.3,10.1,11.25,11.15,10.3,435962,4830740.85,23-11-2022,1099,INE130B01031,"0.11386138613861391
"
SREIBNPNCD,NU,166.1,185.01,166.1,185,185,185.01,203,37537.68,29-11-2022,9,INE881J08631,"0.11378687537627939
"
YESBANK,EQ,17.7,20.5,17.65,19.7,19.85,17.75,1322003621,26101134972,09-12-2022,491623,INE528G01035,"0.11299435028248588
"
NRL,SM,279.1,314.4,279.1,310.5,308,286.9,266750,79538910,22-11-2022,251,INE0JM501013,"0.11250447868147609
"
PRECISION,SM,32.45,37.95,32.45,36.1,35,31.9,80000,2839600,23-11-2022,38,INE0HKW01018,"0.11248073959938361
"
JKTYRE,EQ,174,196.8,173.45,193.55,195.45,172.95,16105992,3028309130,28-11-2022,100011,INE573A01042,"0.11235632183908052
"
KANANIIND,EQ,10.7,11.9,10.5,11.9,11.9,9.95,2353033,27460910.2,07-12-2022,2610,INE879E01037,"0.11214953271028048
"
TANLA,EQ,736.2,849,736.15,818.4,816.5,737.5,5591154,4598311477,28-11-2022,131418,INE483C01032,"0.11165444172779126
"
IBULHSGFIN,EQ,124.3,139.25,123.8,138.15,137.6,123.75,52110019,7038473170,25-11-2022,152902,INE148I01020,"0.11142397425583274
"
MARATHON,EQ,199,227.5,195.05,221.15,226.45,192.25,125118,27389502.9,14-11-2022,2245,INE182D01020,"0.11130653266331661
"
CREATIVE,EQ,465,544,465,516.75,519.8,467.4,80059,41260316.4,21-11-2022,2582,INE985W01018,"0.11129032258064517
"
KPIGREEN,EQ,751,842.7,745.2,834.5,835.05,739.85,440980,355157843,09-11-2022,23176,INE542W01017,"0.11118508655126498
"
DYNPROPP,E1,135,152.05,133.95,150,150,145,624,90052.95,28-11-2022,48,IN9256H01013,"0.1111111111111111
"
GANGOTRI,BZ,0.9,1,0.9,1,1,0.95,8359,7722.05,14-11-2022,21,INE670B01028,"0.11111111111111108
"
TOKYOPLAST,EQ,96.1,109.7,96.1,106.75,105.25,97.25,153951,16132716.2,02-12-2022,2130,INE932C01012,"0.1108220603537982
"
OPTIEMUS,EQ,327.15,378.75,327.15,363.4,362.75,324.5,1989228,690719391.8,09-12-2022,38670,INE350C01017,"0.11080544092923736
"
NIDAN,SM,52.05,58.35,50,57.8,57.8,53.1,41000,2209200,17-11-2022,31,INE0J6L01013,"0.11047070124879924
"
PPAP,EQ,226,264,225.95,250.9,251.35,224.75,287548,71780055.75,07-12-2022,8382,INE095I01015,"0.11017699115044251
"
GAL,EQ,2.75,3.15,2.75,3.05,3,2.8,1974694,5855715.45,07-12-2022,1185,INE482J01021,"0.10909090909090903
"
DKEGL,SM,58,64.3,58,64.3,64.3,53.6,288000,18277950,24-11-2022,93,INE0GN101014,"0.10862068965517237
"
JAGSNPHARM,EQ,331,380.95,331,366.95,364.8,334.6,495922,181502167.2,06-12-2022,15376,INE048B01027,"0.10861027190332323
"
NETF,EQ,171.16,190.4,171.16,189.72,190.38,189.97,900,170937.61,09-11-2022,115,INF277K015R5,"0.10843655059593364
"
TVSSRICHAK,EQ,2521.55,2868,2521.5,2794.9,2760.05,2528.9,179208,496110798.9,10-11-2022,21064,INE421C01016,"0.10840554420891907
"
ITDC,EQ,365,404.55,355,404.55,404.55,337.15,1814983,703487582.7,25-11-2022,40432,INE353K01014,"0.10835616438356167
"
CENTRALBK,EQ,28.5,33.25,28.45,31.55,32.45,28.15,138188776,4158228079,08-12-2022,117335,INE483A01010,"0.10701754385964915
"
SABAR,SM,13.1,14.5,13.1,14.5,14.5,15,40000,559500,23-11-2022,4,INE0DZ101013,"0.10687022900763361
"
IRFC,N9,1066.24,1179.99,1066.24,1179.99,1179.99,1198.99,65,69874.35,11-11-2022,2,INE053F07678,"0.10668329831932773
"
MOKSH,EQ,12.2,13.75,12.2,13.5,13.7,13.65,241482,3149784.1,09-11-2022,796,INE514Y01020,"0.10655737704918039
"
DELTAMAGNT,EQ,71.8,84.4,71.35,79.45,78.95,70.35,171186,13838042.2,02-12-2022,2522,INE393A01011,"0.1065459610027856
"
DHANILOANS,N8,1300.1,1438,1300.1,1437.9,1437.9,1300.01,190,260119.95,22-11-2022,4,INE614X07092,"0.10599184678101699
"
TAPIFRUIT,SM,60,67,60,66.35,67,60,27000,1722000,10-11-2022,9,INE0M7001010,"0.10583333333333324
"
SAGARDEEP,EQ,28.4,33.75,28.4,31.4,31.35,28.35,232385,7418644.85,09-12-2022,1429,INE976T01013,"0.10563380281690142
"
SRTRANSFIN,Z5,985,1089,985,1089,1089,1030,15,15770,06-12-2022,3,INE721A07PA8,"0.10558375634517767
"
UGROCAP,N6,995,1100,995,1100,1100,1017.5,11,11050,23-11-2022,2,INE583D07307,"0.10552763819095477
"
ICICIGOLD,EQ,42.2,47.38,42.2,46.65,46.65,46.32,240136,11192508.22,01-12-2022,3140,INF109KC1NT3,"0.10545023696682454
"
RADHIKAJWE,EQ,142,160.65,141,156.95,159,141.35,181790,28108585.95,29-11-2022,5233,INE583V01013,"0.10528169014084499
"
ORTEL,BZ,0.95,1.05,0.95,1.05,1.05,1,1321,1354.95,05-12-2022,7,INE849L01019,"0.10526315789473695
"
DCMFINSERV,BE,5.7,6.3,5.7,6.3,6.3,6,38209,222962.3,25-11-2022,115,INE891B01012,"0.10526315789473678
"
SIKKO,BE,105.6,116.7,105.6,116.7,116.7,111.15,62400,6867998.35,18-11-2022,942,INE112X01017,"0.10511363636363645
"
AXISCADES,EQ,332.2,367.1,332.2,367.1,367.1,349.65,620703,221455259.4,14-11-2022,2951,INE555B01013,"0.10505719446116808
"
KORE,SM,165.65,183.05,165.65,183.05,183.05,174.35,69000,12235200,25-11-2022,23,INE0J6801010,"0.10504074856625419
"
INNOVANA,SM,396.25,437.85,396.25,437.85,437.85,417,9000,3775800,28-11-2022,8,INE403Y01018,"0.1049842271293376
"
MEDICO,BE,269.7,298,269.7,298,298,283.85,154608,44028947.2,28-11-2022,523,INE630Y01016,"0.10493140526510943
"
MASKINVEST,BE,171.7,189.7,171.7,189.7,189.65,180.7,10841,1994886.65,25-11-2022,174,INE885F01015,"0.10483401281304602
"
SIGMA,SM,211.85,234.15,211.85,234.05,234.15,223,3000,685537.5,11-11-2022,4,INE0A0S01010,"0.10479112579655425
"
NGIL,EQ,85.95,94.95,85.95,94.95,94.95,90.45,115481,10177070.25,21-11-2022,1146,INE236Y01012,"0.10471204188481675
"
DCI,BE,128.95,142.45,128.95,142.45,142.45,135.7,15005,2025826.55,23-11-2022,211,INE0A1101019,"0.10469174098487787
"
664GS2035,GS,90.09,99.52,90.09,99.52,99.52,94.79,201,18117.52,09-11-2022,2,IN0020210020,"0.10467310467310459
"
LIKHITHA,EQ,238.9,273.35,238,263.9,268.5,464.85,4134059,1074125999,02-12-2022,70287,INE060901027,"0.10464629552113842
"
1018GS2026,GS,100.75,111.27,100.75,111.27,111.27,105.98,364,36799.24,25-11-2022,6,IN0020010081,"0.10441687344913148
"
KSHITIJPOL,BE,34.5,38.1,34.5,38.1,38.1,36.3,2189463,81381029.3,02-12-2022,8106,INE013801027,"0.10434782608695656
"
JETAIRWAYS,BZ,62.3,68.8,62.3,68.8,68.8,65.55,113671,7258111.5,24-11-2022,678,INE802G01018,"0.1043338683788122
"
BIKAJI,EQ,387,431,387,427.35,421.15,391.85,6560933,2734333948,28-11-2022,92315,INE00E101023,"0.10426356589147293
"
KRISHIVAL,SM,234.65,259.35,234.65,259.05,259.35,247,12000,2961300,05-12-2022,12,INE0GGO01015,"0.10398465800127853
"
ENGINERSIN,EQ,73.1,81.2,72.85,80.7,80.65,73.3,37914178,3000720974,17-11-2022,108510,INE510A01028,"0.10396716826265402
"
PULZ,SM,63.5,70.1,63.5,70.1,70.1,66.8,80000,5311400,08-12-2022,16,INE335X01014,"0.10393700787401566
"
FIEMIND,EQ,1831.3,2052,1829.65,2021.5,2023,1820.55,618610,1223658583,14-11-2022,57989,INE737H01014,"0.10386064544312786
"
TIDEWATER,EQ,1003,1174,1000.55,1107.15,1094.8,997,643589,719513574.5,29-11-2022,47260,INE484C01030,"0.103838484546361
"
667GS2035,GS,87.85,96.96,87.85,96.96,96.96,92.35,5600,533675.88,01-12-2022,7,IN0020210152,"0.10369948776323279
"
LATTEYS,SM,47.3,52.2,47.3,52.2,52.2,49.75,85000,4219500,30-11-2022,16,INE262Z01015,"0.10359408033826652
"
FOODSIN,EQ,100.9,115.35,100.1,111.35,112.05,98.3,1517714,165715739,09-11-2022,17862,INE976E01023,"0.1035678889990088
"
DREDGECORP,EQ,368.05,424.7,368,406.15,405.95,367.25,2849589,1157793688,14-11-2022,63685,INE506A01018,"0.10351854367613086
"
GSTL,SM,83.15,91.75,83.15,91.75,91.7,87.5,20000,1766000,10-11-2022,4,INE00WS01056,"0.10342754058929637
"
MPTODAY,SM,31,34.2,31,34.2,34.2,32.6,90000,2895100,23-11-2022,35,INE105Y01019,"0.103225806451613
"
ZOMATO,EQ,66,73.55,65.5,72.8,72.65,63.95,397758848,28078106983,11-11-2022,541846,INE758T01015,"0.10303030303030299
"
HNDFDS,EQ,507,566.7,502.1,559.2,556.85,497.8,529920,290510739.6,11-11-2022,32213,INE254N01026,"0.1029585798816569
"
SUMIT,BE,20.4,22.5,20.4,22.5,22.5,21.45,336323,7161007.9,18-11-2022,404,INE748Z01013,"0.10294117647058831
"
EROSMEDIA,BE,24.3,26.8,24.3,26.8,26.8,25.55,1118947,28516747.7,11-11-2022,1014,INE416L01017,"0.102880658436214
"
BCLIND,EQ,279,311.05,278.65,307.7,310,289.75,142370,42407055.8,15-11-2022,5821,INE412G01016,"0.10286738351254476
"
UCL,SM,65.15,71.85,65.15,71.85,71.85,74.25,38000,2512900,24-11-2022,5,INE00NI01015,"0.10283960092095147
"
TREEHOUSE,BE,21.4,23.6,21.4,23.6,23.6,22.5,176374,3947186.9,09-11-2022,458,INE040M01013,"0.10280373831775715
"
SUZLONPP,E1,5.35,6.05,5.3,5.9,5.9,5.35,16103208,93222921.2,25-11-2022,3747,IN9040H01011,"0.10280373831775715
"
REFEX,EQ,225,248.1,223.1,248.1,248.1,225.55,532539,129803159,21-11-2022,5712,INE056I01017,"0.10266666666666664
"
JKLAKSHMI,EQ,748.55,834.75,747,825.35,822.9,748.55,3968081,3178023588,05-12-2022,84372,INE786A01032,"0.1025983568231916
"
MPTODAY,SM,38.5,42.45,38.5,42.45,42.45,40.5,38000,1573700,08-12-2022,17,INE105Y01019,"0.10259740259740267
"
CUBEXTUB,EQ,42.9,49.85,41.85,47.3,49.3,42.55,743366,35657328.8,09-12-2022,5053,INE144D01012,"0.10256410256410253
"
VISHNU,EQ,1406,1550.05,1406,1550.05,1550.05,1476.25,114085,172549457.5,15-11-2022,6254,INE270I01014,"0.10245376955903268
"
DESTINY,SM,18.55,20.45,18.55,20.45,20.45,19.5,18000,345300,21-11-2022,3,INE0IGO01011,"0.1024258760107816
"
